KIC	consensus	evol-1	evol-2	evol-3	evol-4	spectroscopic
10280586	RC	RC	RC	RC	U	RC(S)
10280656	RC	RC	RC	RC	U	RC(S)
10281513	RC	RC	RC	RC	RC	RC(S)
10282002	RC	RC	RC	RC	RC	RC(S)
10285389	RGB	RGB	RGB	RGB	RGB	RGB(S)
10285722	2CL/U	U	RC	2CL	U	RC(S)
10286378	RC	RC	RC	RC	RC	RC(S)
10286616	RC	RC	RC	RC	RC	RGB(S)
10287062	RGB	RGB	RGB	RGB	RGB	RGB(S)
10288283	RGB	RGB	RGB	RGB	U	RGB(S)
10288611	RC	RC	RC	RC	RC	RC(S)
10288903	RGB	RGB	RC	RGB	RGB	RGB(S)
10289299	2CL	RC	RC	2CL	2CL	RC(S)
10289378	RGB	RGB	RGB	RGB	RGB	RGB(S)
10289507	RGB	RGB	RGB	RGB	RGB	RGB(S)
10290315	RC	RC	RC	RC	RC	RC(S)
10290457	RC	RC	RC	RC	RC	RC(S)
10290535	RC	RC	RC	RC	RC	RC(S)
10291535	RGB	RGB	RC	RGB	U	RGB(S)
10292156	RGB	RGB	RGB	RGB	U	RGB(S)
10294424	U	RGB	RGB	RGB	U	RGB(S)
10295441	RGB	RGB	RC	RGB	RGB	RC(S)
10297313	2CL	RC	RC	2CL	2CL	RC(S)
10297567	RC	RC	RC	RC	RC	RC(S)
10319045	RGB	RGB	RGB	RGB	RGB	UpperRGB
10319709	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
10320170	RGB	RGB	RGB	RGB	RGB	RGB(S)
10323583	RGB	RGB	RC	RGB	RGB	RGB(S)
10328277	RC	RC	RC	RC	RC	RC(S)
10328498	RGB	RGB	RC	RGB	U	RGB(S)
10328727	RGB	RGB	RGB	RGB	RGB	RGB(S)
10328921	RGB	RGB	RGB	RGB	RGB	UpperRGB
10328946	RC	RC	RC	RC	RC	RC(S)
10329008	RGB	RGB	RGB	RGB	RGB	UpperRGB
10331610	RC	RC	RC	RC	RC	RC(S)
10331686	RGB	RGB	RGB	RGB	U	RGB(S)
10331908	RGB	U	RGB	RGB	RGB	RC(S)
10332186	RC	RC	RC	RC	RGB	RC(S)
10332753	U	RC	RC	RGB	U	RC(S)
10333131	RGB	RGB	RC	RGB	RGB	RGB(S)
10334585	RC	RC	RC	RC	RC	RC(S)
10339516	RC	RC	RGB	U	RC	RC(S)
10339590	RGB	RGB	RGB	RGB	RGB	UpperRGB
10345661	RGB	RGB	RGB	RGB	RGB	RGB(S)
10346117	RC	RC	RC	RC	RC	RC(S)
10350302	RC	RC	RC	RC	RC	RC(S)
10350408	RC	RC	RC	RC	RC	RC(S)
10350934	RC	RC	RC	RC	RC	RC(S)
10351017	RGB	RGB	RGB	RGB	RGB	UpperRGB
10351196	RGB	RGB	RGB	RGB	RGB	RGB(S)
10351528	RGB	RGB	RC	RGB	RGB	RGB(S)
10351578	RC/2CL	RC	RC	2CL	RGB	RC(S)
10351764	RC	RC	RC	RC	U	RC(S)
10351792	RC	RC	?	RC	U	RC(S)
10351820	RGB	RGB	RC	RGB	RGB	RGB(S)
10351947	RGB	RGB	RC	RGB	RGB	RGB(S)
10352610	RC	RC	RC	RC	RC	RC(S)
10352615	RGB	RGB	RC	RGB	RGB	RGB(S)
10353044	RC	RC	RC	RC	RC	RC(S)
10353556	RGB	RGB	RGB	RGB	U	RGB(S)
10355672	RC	RC	RC	RC	RC	RC(S)
10355764	RC	RC	RC	RC	RC	RC(S)
10356032	RGB	RGB	?	RGB	U	RGB(S)
10357764	RC	RC	RC	RC	RC	RC(S)
10358632	RC	RC	RC	RC	RC	RC(S)
10359816	RC	RC	RC	RC	RC	RC(S)
10359999	RC	RC	RC	RC	RC	RC(S)
10360984	RGB	U	RC	RGB	RGB	RC(S)
10361268	2CL	RC	RC	2CL	2CL	RC(S)
10362043	RC	RC	RC	RC	RC	RC(S)
10363172	RC	RC	RC	RC	RC	RC(S)
10383488	RGB	RGB	RGB	RGB	RGB	UpperRGB
10383668	RC/2CL	RC	RC	RC	2CL	RC(S)
10384255	RC	RC	RC	RC	RC	RC(S)
10386904	RGB	RGB	RGB	RGB	RGB	RGB(S)
10387370	RGB	RGB	RGB	RGB	RGB	RGB(S)
10387495	U	RGB	RC	2CL	RGB	RGB(S)
10387935	RC	RC	RC	RC	RC	RC(S)
10388249	RGB	RGB	RGB	RGB	RGB	RGB(S)
10389037	RC	RC	RC	RC	RC	RC(S)
10389393	RGB	RGB	RGB	RGB	RGB	RGB(S)
10394570	RC	RC	RC	RC	RC	RC(S)
10394814	U	?	?	U	U	RGB(S)
10394950	RGB	RGB	RGB	RGB	RGB	RGB(S)
10395327	RC	RC	RC	RC	RC	RC(S)
10395400	RC	RC	RC	RC	RC	RC(S)
10395638	RC/U	U	RC	RC	U	RC(S)
10401843	RGB	RGB	RGB	RGB	RGB	RGB(S)
10402207	RGB	RGB	RGB	RGB	RGB	RGB(S)
10402819	RC/2CL	RC	RC	2CL	RC	RC(S)
10403036	RGB	RGB	RGB	RGB	RGB	UpperRGB
10403323	U	RC	RC	RGB	RGB	RC(S)
10404656	RGB	RGB	RGB	RGB	RGB	RGB(S)
10405285	RGB	RGB	RGB	RGB	RGB	RGB(S)
10405377	2CL	RC	RC	2CL	2CL	RC(S)
10405445	U	check	RC	RC	RGB	RC(S)
10415545	RGB/AGB	RGB	RGB	AGB	RGB	RC(S)
10415654	RC	RC	RC	RC	RC	RC(S)
10416550	RGB	RGB	RGB	RGB	RGB	RGB(S)
10417364	RGB	U	RGB	RGB	RGB	RGB(S)
10417559	RC	RC	RC	RC	RC	RC(S)
10417623	RGB/AGB	check	RC	AGB	RGB	RC(S)
10418503	RGB	U	RGB	RGB	RGB	UpperRGB
10420202	RGB	RGB	RC	RGB	RGB	RGB(S)
10420335	RGB	RGB	RGB	RGB	RGB	RGB(S)
10420502	RC	RC	RC	RC	RC	RC(S)
10420629	RGB	RGB	RC	RGB	RGB	RGB(S)
10420662	RC	RC	RC	RC	RC	RC(S)
10420822	2CL	RC	RC	2CL	2CL	RC(S)
10422013	RC	RC	RC	RC	RC	RC(S)
10422589	RC/2CL	RC	RC	2CL	RC	RC(S)
10423340	RGB	RGB	?	RGB	U	RGB(S)
10423375	RGB	RGB	RGB	RGB	RGB	RGB(S)
10426854	RC	RC	RC	RC	RC	RC(S)
10427193	RGB	RGB	RGB	RGB	RGB	RGB(S)
10427256	RGB	RGB	RGB	RGB	RGB	RGB(S)
10428163	RGB	RGB	RGB	RGB	RGB	RGB(S)
10448025	RGB	RGB	RC	RGB	RGB	RGB(S)
10449846	RGB	RGB	RGB	RGB	RGB	RGB(S)
10450939	RC	RC	RC	RC	RC	RC(S)
10451213	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
10451228	RGB	RGB	RGB	RGB	RGB	RGB(S)
10453652	RGB	RGB	RGB	RGB	U	RGB(S)
10459696	RGB	RGB	RC	RGB	RGB	RGB(S)
10459794	RGB	RGB	RGB	RGB	U	RGB(S)
10459809	U	RGB	RGB	RC	U	RGB(S)
10460243	RC	RC	RC	RC	RC	RC(S)
10460324	RC	RC	RC	RGB	RC	RC(S)
10461323	U	U	RC	RGB	U	RGB(S)
10461347	RC/U	U	RC	RC	U	RC(S)
10461757	RC	RC	RC	RC	RC	RC(S)
10463137	RC	RC	RC	RC	RC	RC(S)
10464837	RC	RC	RC	RC	RC	RC(S)
10467510	RC	RC	RC	RC	RC	RGB(S)
10467570	RC	RC	RC	RC	RC	RC(S)
10468528	RC	RC	RC	RGB	RC	RC(S)
10469976	RC/2CL	RC	RC	RC	2CL	RC(S)
10471148	2CL/U	U	RC	2CL	U	RC(S)
10471628	RGB	RGB	RGB	RGB	RGB	RGB(S)
10471780	RGB	RGB	RGB	RGB	RGB	UpperRGB
10472318	RGB	RGB	RGB	RGB	RGB	RGB(S)
10472713	U	RGB	RGB	RGB	U	RGB(S)
10473363	RGB	RGB	RGB	RGB	RGB	RGB(S)
10473692	RGB	RGB	RGB	RGB	RGB	RGB(S)
10474071	2CL	RC	RC	2CL	2CL	RC(S)
10480806	RGB	U	RGB	RGB	RGB	RGB(S)
10482001	2CL	RC	RC	2CL	2CL	RC(S)
10482521	RC	RC	RGB	RC	U	RC(S)
10482713	RC	RC	RC	RC	RC	RC(S)
10482750	RC	RC	RC	RC	RC	RC(S)
10483180	RC	RC	RC	RC	RC	RC(S)
10483504	RGB	U	RGB	RGB	RGB	RGB(S)
10484140	RC	RC	RC	RC	RC	RC(S)
10485557	RGB	RGB	RGB	RGB	RGB	RGB(S)
10485765	RGB	RGB	RC	RGB	RGB	RGB(S)
10485923	RC	check	RC	RC	RC	RC(S)
10488066	U	RC	RC	U	U	RC(S)
10488463	RC	RC	RC	RC	RC	RC(S)
10489017	RC	RC	RC	RC	RC	RC(S)
10489073	RC	RC	RC	RC	RC	RC(S)
10489108	RC	RC	RC	RC	U	RC(S)
10489340	RC	RC	RC	RC	RC	RC(S)
10489417	RC	RC	RC	RGB	RC	RC(S)
10489877	RC	RC	RC	RGB	RC	RC(S)
10489909	U	RC	RGB	RC	RGB	RC(S)
10492224	RGB	RGB	RGB	RGB	U	RGB(S)
10492468	RC	RC	RC	RC	RC	RC(S)
10492800	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
10513837	RGB	RGB	RGB	RGB	RGB	RGB(S)
10514458	RGB	RGB	RGB	RGB	RGB	UpperRGB
10515651	RGB	RGB	RGB	RGB	RGB	RGB(S)
10515966	RC	RC	RC	RC	RC	RC(S)
10517437	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
10518222	U	U	RC	U	U	RC(S)
10522084	RC	RC	RC	RC	RC	RC(S)
10522111	RC	RC	RC	RC	RC	RC(S)
10524715	RGB	RGB	RGB	RGB	RGB	RGB(S)
10525282	RC	RC	RC	RC	RC	RC(S)
10525475	RC	RC	RGB	RC	RC	RGB(S)
10525595	RGB	RGB	RGB	RGB	RGB	RGB(S)
10525946	RGB	RGB	RGB	RGB	RGB	RGB(S)
10527661	U	RC	RC	U	U	RC(S)
10527754	RGB	RGB	RGB	RGB	RGB	RGB(S)
10527889	RC	RC	RC	RC	RC	RC(S)
10528911	RC	RC	RC	RC	RC	RC(S)
10529006	RGB	RGB	RGB	RGB	RGB	RGB(S)
10529640	RC	RC	RC	RC	RC	RC(S)
10532670	RGB	RGB	RGB	RGB	RGB	RGB(S)
10532751	RC/2CL	RC	RC	2CL	U	RC(S)
10533369	RC	RC	RC	RC	RC	RC(S)
10534826	RGB	RGB	RGB	RGB	RGB	RGB(S)
10534891	RC/2CL	RC	RC	2CL	RC	RC(S)
10537376	RC	RC	RC	RC	RC	RC(S)
10537820	RGB	RGB	RGB	RGB	RGB	RGB(S)
10538371	RGB	RGB	RGB	RGB	U	UpperRGB
10544592	RC	RC	RC	RC	RC	RC(S)
10545081	RC	RC	RC	RC	RGB	RC(S)
10545089	RGB	RGB	RC	RGB	RGB	RGB(S)
10545152	RC	RC	RC	RC	RC	RC(S)
10545904	RC	RC	RC	RC	RGB	RC(S)
10546497	RGB	RGB	RGB	RGB	RGB	RGB(S)
10546977	RGB	RGB	RGB	RGB	U	RGB(S)
10547370	RGB	RGB	RGB	RGB	U	RGB(S)
10547575	RGB	RGB	RGB	RGB	RGB	RGB(S)
10547905	RGB	RGB	RC	RGB	RGB	RC(S)
10548201	RGB	RGB	RGB	RGB	RGB	RGB(S)
10548319	RGB	RGB	RGB	RGB	U	RGB(S)
10548741	RGB	RGB	RC	RGB	RGB	RGB(S)
10549650	RC	RC	RC	RC	RC	RC(S)
10549732	RGB	RGB	RGB	RGB	RGB	RGB(S)
10550170	RGB	RGB	RC	RGB	RGB	RGB(S)
10550359	RC	RC	RC	RC	RC	RC(S)
10550429	RGB	RGB	RGB	RGB	RGB	RGB(S)
10551313	RC	RC	RC	RC	RC	RC(S)
10552202	RGB	RGB	RGB	RGB	U	RGB(S)
10552527	RGB	RGB	RGB	RGB	U	RGB(S)
10552614	RC	RC	RC	RC	RC	RC(S)
10552929	RGB	RGB	RGB	RGB	U	RGB(S)
10553525	RGB	U	RGB	RGB	RGB	RGB(S)
10553844	RGB	U	RGB	RGB	RGB	RGB(S)
10554179	RC	RC	RC	U	RC	RC(S)
10555025	RGB	RGB	RGB	RGB	U	RGB(S)
10581491	RGB	RGB	RGB	RGB	U	RGB(S)
10582841	RC	RC	RC	U	RC	RC(S)
10586902	RGB	RGB	RGB	RGB	RGB	RGB(S)
10587122	RC	RC	RC	RC	RC	RC(S)
10587702	RGB	RGB	RGB	RGB	U	RGB(S)
10590683	RC	RC	RC	RC	RC	RC(S)
10591093	RGB	RGB	RGB	RGB	RGB	RGB(S)
10592249	RC	RC	RC	RC	RC	RC(S)
10592335	RGB	RGB	RC	RGB	U	RGB(S)
10592802	RC	RC	RC	RC	RC	RC(S)
10592924	RGB	RGB	RGB	RGB	RGB	RGB(S)
10593078	RGB	RGB	RGB	RGB	RGB	RGB(S)
10593088	RGB	U	RGB	RGB	RGB	RGB(S)
10597648	RGB	RGB	RGB	RGB	U	RGB(S)
10598558	RC	RC	RC	RC	RC	RC(S)
10599101	RGB	RGB	RGB	RGB	RGB	RGB(S)
10599712	RC	RC	RC	RC	RC	RC(S)
10600926	RC	RC	RC	RC	RC	RC(S)
10602015	RGB	RGB	RC	RGB	RGB	RGB(S)
10602372	RGB	RGB	RGB	RGB	RGB	RGB(S)
10602374	RC	RC	RC	RC	RC	RC(S)
10602976	RC	RC	RC	RC	RC	RC(S)
10603170	RC	RC	RC	RC	RC	RC(S)
10603438	RC	RC	RC	RC	RC	RC(S)
10603958	RC	U	RGB	RC	RC	RGB(S)
10604054	RGB	RGB	RGB	RGB	RGB	RGB(S)
10604255	RC	RC	RC	RC	RC	RC(S)
10604435	RGB	RGB	RGB	RGB	RGB	RGB(S)
10604460	RC	RC	RC	RC	RC	RC(S)
10609343	RC	RC	RC	RC	RC	RC(S)
10610250	RGB	RGB	RGB	RGB	RGB	RGB(S)
10610275	RGB	RGB	RGB	RGB	RGB	RGB(S)
10610707	RC	RC	RC	RC	RC	RC(S)
10611084	RC	check	RC	RC	RC	RC(S)
10611263	RGB	RGB	RGB	RGB	RGB	RGB(S)
10613106	RC	RC	RC	RC	RC	RC(S)
10613112	RC	RC	RC	RC	RC	RC(S)
10614000	RC	RC	RC	RC	RC	RC(S)
10614003	RGB	RGB	RC	RGB	RGB	RGB(S)
10614602	RGB	RGB	RGB	RGB	RGB	RGB(S)
10614707	RC	RC	RC	U	RC	RC(S)
10615356	RC	RC	RC	RC	RC	RC(S)
10616364	RGB	RGB	RGB	RGB	RGB	RGB(S)
10617209	RC/2CL	RC	RC	RC	2CL	RC(S)
10618005	RC	RC	RC	RC	RC	RC(S)
10618251	RC/2CL	check	RC	2CL	RC	RC(S)
10620267	U	U	RC	U	RC	RC(S)
10645209	RGB	RGB	RGB	RGB	RGB	RC(S)
10647684	U	U	RGB	U	RC	RC(S)
10649021	RGB	RGB	RGB	U	RGB	notDone
10649096	RC	RC	RC	RC	RC	RC(S)
10651398	U	RGB	RC	RC	U	RC(S)
10651578	RC	RC	RC	RC	RC	RC(S)
10652469	RGB	RGB	RGB	RGB	RGB	RGB(S)
10653141	RGB/AGB	U	RGB	AGB	RGB	UpperRGB
10653194	RC	RC	RC	RC	RC	RC(S)
10653200	RC	RC	RC	RC	RC	RC(S)
10653383	RC	RC	RC	RC	RC	RC(S)
10656124	RGB	RGB	RGB	RGB	RGB	UpperRGB
10656197	RGB	RGB	RGB	RGB	RGB	UpperRGB
10656842	RGB	RGB	RGB	RGB	RGB	RGB(S)
10657633	RGB	RGB	RGB	RGB	RGB	RGB(S)
10657932	RC	RC	RC	RC	RC	RC(S)
10658326	RGB	RGB	RGB	RGB	RGB	RGB(S)
10658641	RGB	RGB	RGB	RGB	RGB	RGB(S)
10658726	RGB	RGB	RGB	RGB	RGB	RGB(S)
10659100	RC	RC	RC	RC	RGB	RC(S)
10659842	RGB	RGB	RGB	RGB	RGB	RGB(S)
10662595	RGB	RGB	RGB	RGB	RGB	RGB(S)
10662618	RC	RC	RC	RC	RC	RC(S)
10663785	RGB	RGB	RC	RGB	RGB	RGB(S)
10664514	RC	RC	RC	RC	RC	RC(S)
10666932	RC	RC	RC	RC	RC	RC(S)
10667309	U	check	RGB	RC	RGB	RC(S)
10667886	U	RGB	RC	U	RC	RC(S)
10667966	RC	RC	RC	RC	RC	RC(S)
10668065	RGB	RGB	RGB	RGB	RGB	RGB(S)
10668443	RGB	RGB	RGB	RGB	RGB	RGB(S)
10669123	RC	RC	RC	RC	RC	RC(S)
10669234	RGB	RGB	RGB	RGB	RGB	RGB(S)
10669590	RGB	RGB	RGB	RGB	RGB	RGB(S)
10669876	RGB	RGB	RGB	RGB	RGB	UpperRGB
10670445	RGB	RGB	RGB	RGB	U	RGB(S)
10675052	RGB	RGB	RC	RGB	RGB	RGB(S)
10675230	RC	RC	RC	RC	RC	RC(S)
10677809	2CL	RC	RC	2CL	2CL	RC(S)
10678016	RGB	RGB	RGB	RGB	U	RGB(S)
10678491	RGB/AGB	RGB	RGB	AGB	RGB	RGB(S)
10678590	RGB	RGB	RGB	RGB	RGB	RGB(S)
10678779	RC	RC	RC	RC	U	RC(S)
10679090	RC	RC	RC	RC	RC	RC(S)
10679246	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
10679466	RGB	RGB	RGB	RGB	U	RGB(S)
10683016	RC	RC	RC	RC	RC	RC(S)
10683330	RC	RC	RC	RC	RC	RC(S)
10683647	RC	RC	RC	RC	RC	RC(S)
10684584	RC	RC	RC	RC	RC	RC(S)
10684837	2CL	RC	RC	2CL	2CL	RC(S)
10685015	RGB	RGB	RGB	RGB	RGB	RGB(S)
10685283	RC	RC	RC	RC	RC	RC(S)
10709704	RC	RC	RC	RC	RC	RC(S)
10709799	RGB	RGB	RGB	RGB	U	RGB(S)
10711145	RC	RC	RC	RC	RC	RC(S)
10711154	RGB	RGB	RC	RGB	U	RGB(S)
10717091	RGB	RGB	RGB	RGB	RGB	UpperRGB
10717638	U	RGB	RGB	RC	U	RGB(S)
10718491	RGB	RGB	RGB	RGB	RGB	RGB(S)
10718832	RGB/AGB	RGB	RC	AGB	RGB	RGB(S)
10718902	RC	RC	RC	RC	RC	RC(S)
10721900	RC	RC	RC	RC	RC	RC(S)
10722067	RGB	RGB	RGB	RGB	RGB	RGB(S)
10722175	RGB	RGB	RGB	RGB	RGB	RGB(S)
10722954	RGB	RGB	RGB	RGB	RGB	RGB(S)
10723388	RC	RC	RC	RC	RC	RC(S)
10724027	RC	RC	RC	RC	RC	RC(S)
10724041	RC	RC	RC	RC	RC	RC(S)
10724193	RC/2CL	RC	RC	2CL	U	RC(S)
10724620	RC/2CL	RC	RC	RC	2CL	RC(S)
10724735	RC/2CL	RC	RC	2CL	RGB	RC(S)
10727178	RGB	RGB	RGB	RGB	RGB	RGB(S)
10727457	RGB	RGB	RGB	RGB	RGB	RGB(S)
10727789	RGB	RGB	RGB	RGB	RGB	RGB(S)
10728179	RC	RC	RC	RC	RC	RC(S)
10730228	RGB	RGB	RC	RGB	RGB	RGB(S)
10732050	RGB	RGB	RC	RGB	RGB	RGB(S)
10732526	RGB	RGB	RC	RGB	RGB	RGB(S)
10733042	RC	RC	RGB	RC	RC	RGB(S)
10733897	RGB	RGB	RGB	RGB	RGB	RGB(S)
10734179	RC	RC	RC	RC	RC	RC(S)
10734241	RC	RC	RC	RC	RC	RC(S)
10735027	RC	RC	RC	RC	RC	RC(S)
10735077	RC	RC	RC	RC	RC	RC(S)
10735519	U	RC	RC	U	RGB	RC(S)
10735926	RC	RC	RC	RC	RC	RC(S)
10736390	U	RC	RC	U	U	RC(S)
10742112	RGB	RGB	RGB	RGB	RGB	RGB(S)
10742794	RC	RC	RC	RC	RC	RC(S)
10743092	RGB	RGB	RGB	RGB	RGB	UpperRGB
10743195	RGB	RGB	RC	RGB	RGB	RGB(S)
10743331	RGB	RGB	RGB	RGB	RGB	RGB(S)
10743515	RGB	RGB	RC	RGB	U	RGB(S)
10743686	RGB	RGB	RGB	RGB	RGB	UpperRGB
10743887	RC	RC	RC	RC	RC	RC(S)
10744641	RGB	RGB	RC	RGB	U	RGB(S)
10745554	2CL	RC	RC	2CL	2CL	RC(S)
10745616	RGB	RGB	RGB	RGB	U	RGB(S)
10747862	RGB	RGB	RGB	RGB	U	RGB(S)
10748902	RGB	RGB	RGB	RGB	RGB	UpperRGB
10749235	RC	RC	RC	RC	RC	RC(S)
10749954	RC	RC	RC	RC	RC	RC(S)
10750658	RC	RC	RC	RC	RC	RC(S)
10750730	RC	RC	RC	RC	RC	RC(S)
10751237	RGB	RGB	RGB	RGB	RGB	RGB(S)
10752337	2CL	RC	RC	2CL	2CL	RC(S)
10752913	RGB	RGB	RGB	RGB	U	RGB(S)
10752915	RGB	RGB	RGB	RGB	RGB	RGB(S)
10753840	RGB	RGB	RGB	RGB	RGB	RGB(S)
10753962	2CL	RC	RC	2CL	2CL	RC(S)
10754090	RGB	RGB	RGB	RGB	RGB	RGB(S)
10777816	RGB	RGB	RGB	RGB	RGB	RGB(S)
10778969	RC	RC	RC	RC	RC	RC(S)
10779177	RGB	RGB	RGB	RGB	U	RGB(S)
10779537	RGB	RGB	RGB	RGB	RGB	RGB(S)
10783198	RC	check	RC	RC	RC	RGB(S)
10784996	RGB	RGB	RGB	RGB	RGB	RGB(S)
10785390	RGB	RGB	RGB	RGB	RGB	UpperRGB
10788540	RC	RC	RC	RC	RC	RC(S)
10789202	RGB	RGB	RGB	RGB	U	RGB(S)
10790301	RGB	RGB	RGB	RGB	U	RGB(S)
10792801	RGB	RGB	RGB	RGB	U	RGB(S)
10792949	RC	RC	RC	RC	RC	RC(S)
10793771	RGB	RGB	RC	RGB	U	RGB(S)
10793872	RGB	RGB	RGB	RGB	RGB	RGB(S)
10793890	U	RGB	RC	2CL	U	RC(S)
10794838	RC	RC	RC	RC	RC	notDone
10796378	RGB	RGB	RGB	RGB	U	RGB(S)
10796857	RGB	RGB	RGB	2CL	RGB	RGB(S)
10798647	RGB	check	RGB	RGB	RGB	RGB(S)
10799530	RC	RC	RC	RC	RC	RC(S)
10800303	RGB	RGB	RGB	RGB	RGB	RGB(S)
10801063	RGB	RGB	RGB	RGB	RGB	RGB(S)
10802837	RC/2CL	RC	RC	2CL	RGB	RC(S)
10808345	RC	U	RC	RC	RC	RC(S)
10808557	RGB	RGB	RGB	RGB	U	RGB(S)
10809277	RC	RC	RC	RC	U	RC(S)
10809457	RC	RC	RC	RC	RC	RC(S)
10810211	RGB	RGB	RC	RGB	U	RC(S)
10812837	U	RC	RC	RGB	RGB	RC(S)
10813238	RGB	RGB	RGB	RGB	U	RGB(S)
10813811	RGB	RGB	RC	RGB	U	RGB(S)
10813862	RC	check	RC	RC	RC	RC(S)
10814091	RC	RC	RC	RC	RC	RC(S)
10815014	RC	RC	RC	RC	U	RC(S)
10815461	RGB	RGB	RGB	RGB	RGB	RGB(S)
10815462	RC	RC	RC	RC	RC	RC(S)
10816214	RC	RC	RC	RC	RC	RC(S)
10816301	RGB	RGB	RGB	RGB	RGB	RGB(S)
10816748	RGB	RGB	RGB	RGB	U	RGB(S)
10817319	RC	RC	RC	RC	RC	RC(S)
10817647	RGB	RGB	RC	RGB	RGB	RGB(S)
10817660	RC/2CL	RC	RC	RC	2CL	RC(S)
10842958	RC	RC	RC	RC	RC	RC(S)
10847321	RGB	RGB	RGB	RGB	RGB	RGB(S)
10848618	RC	RC	RC	RC	RC	RC(S)
10849541	RGB	RGB	RGB	RGB	RGB	RGB(S)
10850440	RGB	RGB	RC	RGB	U	RGB(S)
10850763	U	?	?	U	U	RGB(S)
10853817	RGB	RGB	RGB	RGB	RGB	RGB(S)
10855512	RGB	RGB	RGB	RGB	RGB	RGB(S)
10857579	RGB	RGB	RGB	RGB	U	RGB(S)
10857623	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
10857953	RC	RC	RC	RC	RC	RC(S)
10858331	RC	RC	RC	RC	RC	RC(S)
10858520	RGB	RGB	RGB	RGB	U	RGB(S)
10858675	RGB	RGB	RGB	RGB	RGB	RGB(S)
10859687	RC	RC	RC	RC	RC	RC(S)
10859779	RGB	RGB	RC	RGB	RGB	RGB(S)
10859941	RC	RC	RC	RC	RC	RC(S)
10860017	RGB	RGB	RGB	RGB	RGB	UpperRGB
10860146	RC	RC	RC	RC	RC	RC(S)
10861311	RGB	RGB	RC	RGB	RGB	RGB(S)
10863535	RGB	RGB	RGB	RGB	RGB	UpperRGB
10863834	RGB	RGB	RGB	RGB	RGB	RGB(S)
10864433	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
10864656	U	RGB	RGB	RGB	U	RGB(S)
10864711	RGB	RGB	RGB	RGB	RGB	RGB(S)
10864755	U	RGB	RC	RC	U	RC(S)
10865371	RGB	RGB	RGB	RGB	RGB	UpperRGB
10866415	RGB	RGB	RGB	RGB	RGB	RGB(S)
10866694	RC	RC	RC	RC	RC	RC(S)
10873280	RGB	RGB	RGB	RGB	RGB	RGB(S)
10873444	U	U	RC	2CL	RGB	RC(S)
10873579	RC	RC	RC	RC	RC	RC(S)
10874337	RC	RC	RC	RC	RC	RC(S)
10876039	RC	RC	RC	RC	RC	RC(S)
10876156	RC	RC	RC	RC	RC	RC(S)
10877915	RGB/AGB	RGB	RGB	AGB	RGB	RGB(S)
10878084	RGB	RGB	RGB	RGB	RGB	UpperRGB
10878816	U	U	RC	RC	RGB	RC(S)
10879372	RC	RC	RC	RC	RC	RC(S)
10879440	RC	RC	RC	RC	RC	RC(S)
10879742	RGB	RGB	RGB	RGB	U	RGB(S)
10879853	RC	RC	RC	RC	RC	RC(S)
10880958	RC	RC	RC	RC	RC	RC(S)
10881149	RGB	RGB	RGB	RGB	U	RGB(S)
10881317	RGB	RGB	RC	RGB	RGB	RGB(S)
10881810	RGB	RGB	RGB	RGB	RGB	RGB(S)
10902738	RC	RC	RC	RC	U	RC(S)
10902770	U	U	RGB	RC	RGB	RC(S)
10903016	RGB	RGB	RGB	RGB	U	RGB(S)
10903247	RGB	RGB	RGB	RGB	U	RGB(S)
10903291	RC	RC	RC	RC	RC	RC(S)
10903874	RGB	RGB	RGB	RGB	RGB	RGB(S)
10904520	RGB	RGB	RC	RGB	RGB	RGB(S)
10905139	RGB	RGB	RGB	RGB	U	RC(S)
10907196	RC	RC	RC	RC	RC	RC(S)
10907410	RGB	RGB	?	RGB	RGB	RGB(S)
10908442	RC	RC	RC	RC	RC	RC(S)
10909967	RC/U	U	RC	RC	U	RC(S)
10910197	RGB	RGB	RGB	RGB	RGB	RGB(S)
10910523	RGB	RGB	RGB	RGB	U	RGB(S)
10910541	RC	RC	RC	RC	RC	RC(S)
10910674	RGB	RGB	RGB	RGB	U	RGB(S)
10910802	RC	RC	RC	RC	RGB	RC(S)
10910839	RC	check	RC	RC	RC	RGB(S)
10916563	RGB	RGB	RGB	RGB	RGB	RGB(S)
10918731	RC	RC	RC	RC	RC	RC(S)
10920681	RGB	RGB	RGB	RGB	RGB	UpperRGB
10921258	RGB	RGB	RGB	RGB	RGB	RGB(S)
10921270	RGB	RGB	RGB	RGB	RGB	UpperRGB
10922092	U	RGB	RGB	RC	U	RGB(S)
10922167	RGB/U	U	RGB	RGB	U	RGB(S)
10922608	RGB	RGB	RGB	RGB	RGB	RGB(S)
10922821	RC	RC	RC	RC	RC	RC(S)
10922840	RGB	RGB	RGB	RGB	RGB	RGB(S)
10924652	RGB	RGB	RGB	RGB	RGB	RGB(S)
10931578	RGB	RGB	RGB	RGB	RGB	RGB(S)
10931902	RC	RC	RC	RC	U	RC(S)
10932270	RGB	RGB	RGB	RGB	RGB	RGB(S)
